,date,title,summary
522,18 September 2011,The Global Economic Burden of Non-communicable Diseases,"Non-communicable diseases have been established as a clear threat not only to human health, but also to development and economic growth. Claiming 63% of all deaths, these diseases are cur..."
523,14 September 2011,Redefining the Future of Growth: The New Sustainability Champions - Chinese,"The report Redefining the Future of Growth: The New Sustainability Champions, prepared with The Boston Consulting Group (BCG), highlights innovative business practices from companies orig..."
524,14 September 2011,Redefining the Future of Growth,"This report showcases 16 emerging market companies, which provide inspiring examples on how to tackle challenges of performance, innovation, sustainability and growth."
525,6 September 2011,Annual Report 2010-2011,"2010-2011, our 41st year since foundation, has
confirmed, if confirmation were needed, the necessity for an independent international organization within
the global governance system that..."
526,6 September 2011,Global Entrepreneurship and Successful Growth Strategies of Early-Stage Companies - Chinese,"According to the Global Entrepreneurship and Successful Growth Strategies of Early-Stage Companies report, released by the World Economic Forum in collaboration with Stanford University a..."
527,5 September 2011,World Economic Forum on East Asia 2011,"It was fitting that the 20th anniversary of the World Economic Forum on East Asia should have been celebrated in Jakarta, the capital of Indonesia. With 230 million people, the country is..."
528,2 August 2011,World Economic Forum on Europe and Central Asia 2011,"The 2011 World Economic Forum on Europe and Central Asia was held in Vienna, Austria, the gateway between the Western and Eastern sides of the Europe and Central Asia region. The meeting ..."
529,26 July 2011,World Economic Forum on Africa 2011,"The World Economic Forum celebrated 21 years of partnership and engagement in Africa with a successful meeting in Cape Town, South Africa which brought together more than 900 leaders repr..."
530,25 July 2011,"Final Report on the Entrepreneurship Education Workstream, Summer 2011","The purpose of this global report is to tie together the work conducted over the past several years, in particular the common themes arising from the three roundtables, and to highlight t..."
531,8 July 2011,Global Education Initiative LATAM Roundtable on Entrepreneurship Education 2011,"On 26 April 2011, on the occasion of the World Economic Forum on Latin America in Rio de Janeiro, Brazil, the Steering Board of the World Economic Forum’s Global Education Initiative, the..."
532,6 July 2011,Values for the Post-Crisis Economy,"This Report, Faith and the Global Agenda: Values for the Post-Crisis Economy, produced by the World Economic Forum in collaboration with Georgetown University, is the first effort of its ..."
533,30 June 2011,Fórum Econômico Mundial da América Latina 2011,"A plataforma para uma década 
latino-americana foi o tema central 
do Fórum Econômico Mundial da 
América Latina de 2011, na cidade 
do Rio de Janeiro, Brasil. O evento foi 
realizado em ..."
534,30 June 2011,World Economic Forum on Latin America 2011,"The foundation for a Latin American decade was at the core of the 2011 World Economic Forum on Latin America in Rio de Janeiro, Brazil. The meeting was held at an exceptional time in Lati..."
535,23 June 2011,The Global Gender Gap Report 2009,"This Report reveals those countries that are role models in dividing resources equitably between women and men, regardless of their level of resources. The World Economic Forum places a s..."
536,23 June 2011,Global Gender Gap Report 2010,"This report reveals those countries that are role models in dividing resources equitably between women and men,regardless of their level"
537,22 June 2011,Network of Global Agenda Councils Reports 2010-2011,"The Network of Global Agenda Councils has been closely monitoring the most important issues on the global, regional and industry agendas. Each council, consisting of the world’s foremost ..."
538,7 June 2011,The Future of Government,FAST Government
539,6 June 2011,The Russia Competitiveness Report 2011,"The Russia Competitiveness Report 2011 is being released at a time of great promise for the Russian Federation. Almost two decades after transitioning from a planned to a market economy, ..."
