,date,title,summary
1989,Chris  Weller  · Business Insider 14 Sep 2017,Elon Musk and the mission to put an astronaut on Mars,SpaceX plans to send an unmanned spacecraft to the red planet by 2018. 
1990,Fourth Industrial Revolution,Where are the women in tech? 3 charts that reveal the gender gap,How do we encourage girls to enter the male-dominated ICT sector?
1991,Callum Brodie 14 Sep 2017,Video: The contradiction at the heart of technology,"Who feels we are living in a time of remarkable innovation in science and technology? And, who believes that the way we consume, grow and develop has hit a wall?"
1992,Fourth Industrial Revolution,This chip tracks individual cells by assigning them a unique code,"A microfluidic chip can assign cells that pass through it a unique code, allowing them to be tracked."
1993,Karla Lant   · Futurism 14 Sep 2017,"What is hypergrowth, and what can we learn from it?",Some companies double their revenues every two years. What do they tell us about global business?
1994,Artificial Intelligence and Robotics,These NASA inventions are saving lives on Earth,NASA's Technology Transfer Program has developed technology that is having an impact on life on Earth.
1995,Chelsea Gohd · Futurism 13 Sep 2017,Top of the Unicorn Club: these are the 10 most valuable private companies,What are the 10 highest-valued private companies in the world?
1996,Future of Energy,Which countries are speeding ahead with electric cars?,"As Germany announces a new subsidy for electric cars, what is the situation around the world?"
1997,Dom  Galeon · Futurism 12 Sep 2017,Could this polymer lead to artificial skin and muscle?,Researchers at Stanford have created a super-elastic polymer which can be stretched up to 100 times its length. 
1998,Climate Change,Will nanomachines drive a medical revolution?,"Physicists have recently built an engine from a single atom, which could be used in medical imaging and drug delivery."
1999,Katherine Ellen Foley · Quartz 11 Sep 2017,How wearable tech is being used in warehouses,"Smart glasses, belts and watches are helping warehouse staff improve efficiency."
2000,Fourth Industrial Revolution,"
              Fourth Industrial Revolution
            ","
              Explore the latest strategic trends, research and analysis
            "
2001,Knowledge @Wharton · Knowledge@Wharton 11 Sep 2017,This is a drone race with a difference,The University of Florida has held a drone race where participants control the machines using their minds.
2002,Fourth Industrial Revolution,This breakthrough turns any surface into a 360-degree camera,"This flexible sheet can be attached to any surface, much like wallpaper, to turn it into a camera."
2003,Heerad Sabeti 08 Sep 2017,How a message in a bottle helps ocean science,Modern science is still happy to use messages in bottles to communicate information about ocean currents.
2004,Fourth Industrial Revolution,How data can help improve the state of the world,New sources of data and ways of learning from them can be immensely successful in motivating change. 
2005,Simon McCarthy-Jones · The Conversation 08 Sep 2017,3 ways the Internet of Things could help fight climate change,The Internet of Things may be considered a powerful ally in the fight against climate change.
2006,Fourth Industrial Revolution,Scientists have found a surprising new use for coal,"Instead of burning coal for fuel, we could be making electronic devices from it, says Jeffrey Grossman."
2007,Zat Rana · Quartz 08 Sep 2017,A new way to make quantum measurements,Physicists have found a less destructive way of making quantum measurements by measuring outliers instead of the atoms themselves.
2008,Artificial Intelligence and Robotics,Could this help us to unravel the mysteries of the universe?,"The IceCube looks for neutrinos beneath the surface of Antarctic ice, and ultimately led scientists to a quasar 9.1bn light years from Earth."
2009,Maryam  Munir 08 Sep 2017,Could this algorithm help robots work in teams?,MIT scientists have created an algorithm to help robots avoid collisions with people and moving objects.
2010,"Media, Entertainment and Information",How will Apple crack the Indian market?,"India has already overtaken the US, becoming the second largest smartphone market in the world, but Apple is yet to win over consumers."
2011,Adrian Monck 08 Sep 2017,How are drones improving roads in the Phillippines?,Drones are providing the Filipino government with valuable data to make decisions about public infrastructure development.
2012,Humanitarian Action,"These hypercells can move, ‘think’ and build cities on their own","These 'hypercells' can form into structures on their own and have the ability to climb, roll, and alter in shape."
2013,Rigas Hadzilacos and Peter Maurer 06 Sep 2017,Want to better understand the universe? Then recreate it in a lab,Scientists are recreating some of the universe's most dramatic and extreme events in the laboratory. 
2014,Behavioural Sciences,5 videos that show humanity’s impact on the planet,"For the first time in history, the combination of satellite technology and super-computing is giving us a global perspective to understand how humanity is affecting the environment."
2015,Giuliana Mazzoni · The Conversation 06 Sep 2017,This could help us understand more about the role of neutrinos in the universe,Physicists are describing the data from the NOvA Neutrino Experiment as 'gorgeous' and 'textbook perfect'.
2016,Internet Governance,"
              Fourth Industrial Revolution
            ","
              Explore the latest strategic trends, research and analysis
            "
